0,0,0,0,0,0,0,0,0,0,0,0
3.469446951953614e-15,-0.9367027526299698,193.97164741270825,0,0,0,-40.,57.5,0,0,-57.5,0
6.858241845963854,-24.923632590324154,194.55666062260843,0,0,0,-39.98873504454511,57.5,0.05606795541384345,0,-57.5,0
12.064200811511927,-40.317087949367235,194.8384538309622,0,0,0,-37.69324457510251,57.5,9.775055473894266,0,-57.5,0
16.268148330388094,-48.8742673658524,194.96428719926124,0,0,0,-27.52009360235997,57.5,35.67069682754739,0,-57.5,0
20.,-51.615813347162536,195.,0,0,0,-8.799180160226744,57.5,49.559585716436274,0,-57.5,0
23.731851669611906,-48.8742673658524,194.96428719926124,0,0,0,13.032864390342466,57.5,48.55827785943907,0,-57.5,0
27.93579918848807,-40.317087949367235,194.8384538309622,0,0,0,30.316739528747,57.5,30.49948760014172,0,-57.5,0
33.14175815403614,-24.92363259032418,194.55666062260843,0,0,0,38.64246966892597,57.5,6.05203779453313,0,-57.5,0
39.99999999999998,-0.9367027526300392,193.97164741270825,0,0,0,40.,57.5,0.,0,-57.5,0
3.469446951953614e-15,0.9367027526299698,193.97164741270825,0,0,0,0,57.5,0,-40.,-57.5,0
6.858241845963854,24.923632590324154,194.55666062260843,0,0,0,0,57.5,0,-39.98873504454511,-57.5,0.05606795541384345
12.064200811511927,40.317087949367235,194.8384538309622,0,0,0,0,57.5,0,-37.69324457510251,-57.5,9.775055473894266
16.268148330388094,48.8742673658524,194.96428719926124,0,0,0,0,57.5,0,-27.52009360235997,-57.5,35.67069682754739
20.,51.615813347162536,195.,0,0,0,0,57.5,0,-8.799180160226744,-57.5,49.559585716436274
23.731851669611906,48.8742673658524,194.96428719926124,0,0,0,0,57.5,0,13.032864390342466,-57.5,48.55827785943907
27.93579918848807,40.317087949367235,194.8384538309622,0,0,0,0,57.5,0,30.316739528747,-57.5,30.49948760014172
33.14175815403614,24.92363259032418,194.55666062260843,0,0,0,0,57.5,0,38.64246966892597,-57.5,6.05203779453313
39.99999999999998,0.9367027526300392,193.97164741270825,0,0,0,0,57.5,0,40.,-57.5,0.
